product_id,product_name,category,about_product,discounted_price,actual_price,rating,rating_count,img_link,product_link,short_name
B09MMD1FDN,7SEVEN® Suitable Sony Tv Remote Original Bravia for Smart Android Television Compatible for Any Model of LCD LED OLED UHD 4K Universal Sony Remote Control,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",universal remote control this remote compatible and 100 replacement of all models of sony televisioncompatible all type of sony led  lcd  oled  qled tvall products are checked by testing machine before packingwork as a great substitute for your original sony remote the remote doesnt require any setup just install pair of new batteries and the remote is ready to uselong distance range can be operated from any corner of the room the remote provides maximum efficiency and lasts long and give long battery life durable quality rigid body efficient performance increases device life,349.0,699.0,3.9,214.0,https://m.media-amazon.com/images/I/31NDmmkm19L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/7SEVENTM-Universal-Replacement-Original-Television/dp/B09MMD1FDN/ref=sr_1_464?qid=1672909147&s=electronics&sr=1-464,7SEVEN® Suitable Sony Tv Remote...
B09HN7LD5L,"PROLEGEND® PL-T002 Universal TV Stand Table Top for Most 22 to 65 inch LCD Flat Screen TV, VESA up to 800 by 400mm","Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",tv legthe universal tv stand base fits most 32 37 40 42 47 50 55 inch lcd led plasma oled qled 4k smart flatcurved screen tvs with mounting holes on the back of your tv from 200x100mm up to 800x400mmloading capacityheavy duty sturdy steel design make the tabletop tv leg base load capacity up to 88 lbs furthermore it offers a stylish look to suit any decor with sharp angles and a black matte finishadjustable height this tv base stand can adjust your tv heght from 202 to 225 makes your tv always at eye level for better viewno scratchantislipits great the tv replacement stand comes with soft pad on the bottom to protect the furniture from being scratched and protect your tv from slippingeasy installation simple construction allows easy installation with easy to follow manual and all of the required hardware provided,1850.0,4500.0,4.0,184.0,https://m.media-amazon.com/images/I/21rEkD8xxpL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/PROLEGEND%C2%AE-PL-T002-Universal-Stand-Screen/dp/B09HN7LD5L/ref=sr_1_465?qid=1672909147&s=electronics&sr=1-465,PROLEGEND® PL-T002 Universal TV Stand...
B0BNDD9TN6,WANBO X1 Pro (Upgraded) | Native 1080P Full HD | Android 9 | Projector for Home | LED Cinema | 350ANSI | 3900 lumens | WiFi Bluetooth | HDMI ARC | Dolby DTS | 4D Keystone Correction (Global Version),"Electronics|HomeTheater,TV&Video|Projectors",powerfully compact wanbo x1 pro boasts incredible brightness wireless screen sharing booming sound and crystalclear native full hd resolution all in lightweight and compact form factor x1 turns any room into a home theatre with a wide projection range that spans from 40 to 200 inches  allowing you to enjoy bigscreen immersion with ease with 350 ansi lumens light output and 87 ntsc color space coverage x1 pro projects bright and crisp full hd 1920 x 1080 resolution images a mercuryfree rgb led light source ensures gorgeous fadefree projections for up to 20 years or about 30000 hours of use full glass lens clear and durable clear picture as you see multilayer coated glass lens high refractive index and will not be affected  distorted by temperature wearresistant and easy to maintainstream it all enjoy your favorite apps shows movies games and more all in one place the 2022 new x1 pro comes with google android 90 system now seamlessly display content from netflix hotstar prime video youtube etc with its preinstalled google play store one can download and install more than 5000 apps 20000 hours lamp life  professional support  wanbo projectors come with 1 year warranty and professional support throughout the life feel free to contact us in case of any issues,13990.0,28900.0,4.5,7.0,https://m.media-amazon.com/images/I/41hCikFvL7L._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/WANBO-X1-Pro-Projector-Correction/dp/B0BNDD9TN6/ref=sr_1_466?qid=1672909147&s=electronics&sr=1-466,WANBO X1 Pro (Upgraded) |...
B0941392C8,"Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable, White",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,length 1meter long typec data and charging cableuniversal compatibility this usb charging cable connects typec port devices with standard usb port devices like laptops hard drives power banks wall and car chargers etcfast charging  data sync cable supports fast charge up to 5v2a for devices and data syncing speed up to 480mbps for devices compatible with typec portperfect fit flexible connectors lava elements d3 has passed the 5kg load test swing test 5000 times connect  disconnect to ensure that there are no loose connectionsrough  tough usb cable  charging cable with premium fiber core and flexible connectors it has passed 10 000 bending tests and can easily withstand daily use,129.0,449.0,3.7,41.0,https://m.media-amazon.com/images/I/31VRCXh9kQS._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Lava-Elements-Charging-Speed-Type-C/dp/B0941392C8/ref=sr_1_467?qid=1672909147&s=electronics&sr=1-467,Lava Charging Adapter Elements D3...
B01M5967SY,"TIZUM High Speed HDMI Cable Aura -Gold Plated-High Speed Data 10.2Gbps, 3D, 4K, HD 1080P (10 Ft/ 3 M)","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",latest standard hdmi a male to a male cable supports ethernet 3d 4k videoconnects bluray players gaming computers dvd players set top box dish tv box and other hdmienabled devices to tvs displays av receivers and morecable allows you to share an internet connection among multiple devices without the need for a separate ethernet cablemeets hdmi 14 standards 4k video at 24 hz 2160p 48 bitpx color depth that supports bandwidth up to 102gbps and backwards compatible with earlier versionsgold plate hdmi cable of length 5 feet15 meterscountry of origin hong kong,379.0,999.0,4.2,12153.0,https://m.media-amazon.com/images/I/51aZN040THL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Tizum-10-2Gbps-Speed-Plated-Cable/dp/B01M5967SY/ref=sr_1_468?qid=1672909147&s=electronics&sr=1-468,TIZUM High Speed HDMI Cable...
B016MDK4F4,Technotech High Speed HDMI Cable 5 Meter V1.4 - Supports Full HD 1080p (Color May Vary),"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",durable 24k goldplated connectorssupports resolution 480p 720p 1080i 1080psupports transfer rates of up to 102gbps,185.0,499.0,4.2,25.0,https://m.media-amazon.com/images/I/51UUmio53PL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Technotech-High-Speed-Cable-Meter/dp/B016MDK4F4/ref=sr_1_469?qid=1672909147&s=electronics&sr=1-469,Technotech High Speed HDMI Cable...
B08G43CCLC,"NK STAR 950 Mbps USB WiFi Adapter Wireless Network Receiver Dongle for Desktop Laptop, (Support- Windows XP/7/8/10 & MAC OS) NOt Support to DVR and HDTV",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,note  not support to dvr and hdtvconnectivityallows you to connect a desktop or notebook computer laptop to a wifi wireless network and mobile internet highspeed internet connectiondriver   first you need to install driver for which we provide cd driver  trial method  if product not working after install driver then put out adapter from usb port and put in again another usb portstandard ieee 80211g ieee 80211bieee 80211b interfasce usb 20radio data rate  950mbps depends on processorstandard ieee 80211g ieee 80211bieee 80211b interfasce usb 20radio data rate  950mbps depends on processorsupport system windows xp vista windows 7810  mac ossystem requirements600mbps windows 108187xp300mbpswifi dongle for tv pc 4g setup box dongal laptop set top under 100 airtel wi fi antenna and dongal led jio windows 10 mobile mi wifi receiver anycast all sim support solid free dish mac os x linux kernel 2618  443,218.0,999.0,4.2,163.0,https://m.media-amazon.com/images/I/31+EyQ3FtIL._SY300_SX300_.jpg,https://www.amazon.in/NK-STAR-USB-Wireless-Receiver/dp/B08G43CCLC/ref=sr_1_470?qid=1672909147&s=electronics&sr=1-470,NK STAR 950 Mbps USB...
B0B61GCHC1,"LS LAPSTER Quality Assured USB 2.0 morpho cable, morpho device cable for Mso 1300 E3/E2/E Biometric Finger Print Scanner morpho USB cable (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,replacement usb morpho device cable 1300 e2 e320 usb wire morpho cable safran mso1300 e e2e3morpho usb cable fingerprint biometrics allinone versionmorfo biometric device cable  finger print scanner cable wireblack,199.0,999.0,4.3,87.0,https://m.media-amazon.com/images/I/31JbtMrUYpL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/LS-LAPSTER-Quality-Assured-Biometric/dp/B0B61GCHC1/ref=sr_1_471?qid=1672909147&s=electronics&sr=1-471,LS LAPSTER Quality Assured USB...
B07RX14W1Q,"Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",182 m highspeed premium hdmi cable for transmitting video and audio signals from source to displayconnect tablets laptops and other host devices to projectors video conference systems hdtv monitors and moredurable doubleshielded 30awg cable with braided mylar foil and aluminum housingsupports ethernet 3d 4k video and audio return channel arc 30hz 102gbps bandwithplug and play design removes the need for complicated drivers or setup time,499.0,900.0,4.4,2165.0,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41m1oMmTMCL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-High-Speed-Braided-6-Foot-1-Pack/dp/B07RX14W1Q/ref=sr_1_472?qid=1672909147&s=electronics&sr=1-472,Amazon Basics 10.2 Gbps High-Speed...
B09PLD9TCD,Kodak 126 cm (50 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 50UHDX7XPROBL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",resolution  4k ultra hd 3840x2160 resolution  refresh rate  60 hertz  178 degree wide viewing angleconnectivity 3 hdmi ports to connect set top box bluray speakers or a gaming console  2 usb ports to connect hard drives or other usb devices  bluetooth  wifisound 40 watts output  powerful speakers with perfect bass  trusurround technologysmart tv features  kodak led tv provides experience that brings together your favorite streaming content on the home screen choose from a vast catalog of 6000 movies and tv shows from prime video hotstar zee5 sony liv and more  apps youtube prime video hotstar zee5 sonyliv and more chromescast available for perfect bingingdisplay  hrd 10  4k display with 1 billion colours  durable a grade dled panel  ultra bright screen for flawless picture quality even in bright roomswarranty information 1 year warranty provided by kodak tv from date of purchaseinstallation brand will contact for installation for this product once delivered contact kodak tv for assistance please visit brand website for toll free numbers and provide products model name and sellers details mentioned on your invoice the service center will allot you a convenient slot for the serviceeasy returns this product is eligible for replacement within 10 days of delivery in case of any product defects damage or features not matching the description,26999.0,42999.0,4.2,1510.0,https://m.media-amazon.com/images/I/41s2f-e1d3L._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Kodak-inches-Android-50UHDX7XPROBL-Bezel-Less/dp/B09PLD9TCD/ref=sr_1_473?qid=1672909147&s=electronics&sr=1-473,Kodak 126 cm (50 inches)...
B0B8ZKWGKD,"ZORBES® Wall Adapter Holder for Alexa Echo Dot 4th Generation,A Space-Saving Solution with Cord Management for Your Smart Home Speakers -White (Holder Only)","Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",make your wired alexa echo dot looks wireless still figuring out how to the extra long cord of your alexa echo dotthis adapter cord holder will be your saverthe adapter holder will keep the wall adapter and cord both well organized and directly make your alexa echo dot stay on wall no need to take a spot on the tablelet life be easier and joyful  note holder onlynot include alexa echo dot 4pics are only for product displayinginvisible organizing designon the back of the organizer is designed with rack for storing the cord perfectly well organized the long power cordperfectly fitdesigned for alexa echo dot 4th generationperfectly molded by original product alexa echo dot 4th generation wall mounted rack is 18cmx105cmx105cm detail size please check the picpremium sturditymade of durable plastic sturdy and wear resistance can not just can hold your speaker but also can protect your alexa echo dot from scratchdustetcplace at any wherewith the adapter holderyou can make your alexa echo dot standby all the time whenever you need to call it it will be there for you you can place it anywhere at homeliving room bedroomreading roometc,893.0,1052.0,4.3,106.0,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41J0RvJFffL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Generation-Space-Saving-Solution-Management-Speakers/dp/B0B8ZKWGKD/ref=sr_1_474?qid=1672909147&s=electronics&sr=1-474,ZORBES® Wall Adapter Holder for...
B09NNJ9WYM,Sansui 80cm (32 inches) HD Ready Smart LED TV JSY32SKHD (BLACK) With Bezel-less Design,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",resolution hd ready 1366x768  refresh rate 60 hertzconnectivity 2 hdmi ports to connect multiple devices  2 usb ports to connect hard drives and other usb devices  rj45  rf port  wifi direct  2 av inputs  headphonesound 20 watt audio outputsmart tv features android 9 gos inbuilt apps store screen sharing remote with hotkeys movie box performance quadcore a53 15ghz processor  ram 1gb rom 8gbdisplay hd ready crystal clear display  bezelless design  dynamic contrast  high brightness  dynamic colour enhancer,10990.0,19990.0,3.7,129.0,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41eThX4gyWL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Sansui-inches-JSY32SKHD-Bezel-less-Design/dp/B09NNJ9WYM/ref=sr_1_475?qid=1672909147&s=electronics&sr=1-475,Sansui 80cm (32 inches) HD...
B08H5L8V1L,"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,nylon braided extreme durability with a tested 20000 bend lifespan synqe usbc charging cable with heavy duty braided and strong metal connections is far more durable12months warranty please feel free to reach us incase of any issue with the product 10am  7pm working dayswide compatibility synqe usb typec charging cords with fast charge for samsung galaxy s20 s20 s20 ultra s10e s10 lite s10 s10 s8 s8 s9 s9 note 8 note 9 note 10 samsung a8 a9 2018 m20 m21 m30 m31 m30s a20e a30 a40 a50 a70 a51 a71 a80 a90 moto g8 g8 g8 power g8 power lite g7 g7 plus g7 powerg7 playg6g6 plus sony xperia xzxz2 premium l3 l4 htc 10 u11xiaomi and other usb type c devicesmultilength 1m 2m  we supply extra long usb type c charger cables much longer than your original cableyou can get the quick charging while lying on bed sofa car backseat or outdoorthe qc30 fast charging and data sync this 1meter3ft usbc cable support qc30 fast charging and data syncing max current 30a and transfer speed up to 480mbps builtin 56k pullup resistor and strong metal connections provide outstandingly reliable conductivity and stability note doesnot support huawei super charge,379.0,1099.0,4.3,3049.0,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51L+sZTCgzL._SY300_SX300_.jpg,https://www.amazon.in/Synqe-Charging-Charger-Samsung-Galaxy/dp/B08H5L8V1L/ref=sr_1_476?qid=1672909147&s=electronics&sr=1-476,Synqe USB Type C Fast...
B0B8CXTTG3,MI 80 cm (32 inches) HD Ready Smart Android LED TV 5A Pro | L32M7-EAIN (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",resolution  hd ready 1366 x 768  refresh rate  60 hertz  178 degree wide viewing angleconnectivity dual band wifi  2 hdmi ports to connect latest gaming consoles set top box bluray players  2 usb ports to connect hard drives and other usb devices  allm  arc  bluetooth 50  ethernetsound 24 watts output  dolby audio  dtsx  dts virtual xsmart tv features  android tv 11  patchwall  imdb integration  universal search  300 free live channels  kids mode with parental lock  smart recommendations  language universe  15 languages  user centre  okay google  chromecast suporting apps  netflix prime video disney hotstar  7000 apps from play store quad core cortex a55  chromecast builtin  auto low latency mode  15gb ram  8gb storagedisplay hd ready  vivid picture enginewarranty information 1 year comprehensive warranty on product and 1 year additional on panel provided by the brand from the date of purchaseinstallation for requesting installationwall mountingdemo of this product once delivered please directly call xiaomi support please visit brand website for tollfree numbers and provide products model name as well as sellers details mentioned on the invoice,16999.0,25999.0,4.2,32840.0,https://m.media-amazon.com/images/I/41bO-mGKk+L._SY300_SX300_.jpg,https://www.amazon.in/MI-inches-Ready-Android-L32M7-EAIN/dp/B0B8CXTTG3/ref=sr_1_477?qid=1672909147&s=electronics&sr=1-477,MI 80 cm (32 inches)...
B09HCH3JZG,"Bestor ® 8K Hdmi 2.1 Cable 48Gbps 9.80Ft/Ultra High Speed Hdmi Braided Cord For Roku Tv/Ps5/Hdtv/Blu-Ray Projector, Laptop, Television, Personal Computer, Xbox, Ps4, Ps5, Ps4 Pro (1 M, Grey)","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",top technology8k60hz hdmi cable this 8k hdmi cable uses the most cuttingedge technology is compatible with 8k60hz and 4k120hz clearly displays every particle and accurately processes every signal source with 8k hdmis unique dynamic hdr and 12 bit color processing technology each scene of the video is every frame with more ideal depth brightness detail contrast and wider color gamutupgrade revolutionhdmi 21 8k hdmi cable conforms to the standard hdmi 21 version compared with hdmi 20 its transmission speed has a qualitative leap from 18gbps to 48gbps 6gbs directly and there will no longer be stuck or dropped frames when watching video from now on support earc can achieve more advanced audio signal control capabilities it is also backward compatible with hdmi 20b20a14131211 versionshdmi cable for game enthusiasts this hdmi cable is not limited to 4k60hz it can break through 4k and achieve 8k ultrahigh image quality it can also achieve a super smooth picture of 4k120hz its latest game mode supports variable refresh rate maximizes the value of the graphics card and cpu and is more accurate in the processing of rendered images when the scene is switched the refresh rate will change accordingly to obtain a smoother and more detailed picturereinforced classic highquality materials this 8k hdmi cable uses bestor most popular classic style with a new smart chip making it reach an unprecedented height the strength of the aluminum alloy shell and the tails antibending design has been upgraded to make it more durable the plug part is still made of 24k goldplated material which accurately transmits signals the military grade tensile nylon material also greatly extends its lifewide applicationthe 8k hdmi 21 cable is compatible with lg tv qled tv roku sony 8k uhd tv ps5 ps4 xbox series x xbox onetivo vizio laptop pc rtx 3080 projectoretc 12month product replacement warranty,699.0,1899.0,4.4,390.0,https://m.media-amazon.com/images/I/4175g2Idd9L._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/BESTOR%C2%AE-48Gbps-9-80FT-Braided-Cord-4K/dp/B09HCH3JZG/ref=sr_1_478?qid=1672909147&s=electronics&sr=1-478,Bestor ® 8K Hdmi 2.1...
B097JVLW3L,Irusu Play VR Plus Virtual Reality Headset with Headphones for Gaming (Black),"Electronics|HomeTheater,TV&Video|Accessories|3DGlasses",40mm hd optical resin lens with focal and ipd adjustments with fov up to 110 makes this vr headset perform betterbestinclass headphones with 35mm jack and removable front panel for ventilation are provided in this 3d vr headsetadvanced touch button for triggering the actions in vr multifunctional buttonvolume controllers and micmobile compatibility  mobiles should have gyroscope sensor it is compatible with 47 inches to 669 inches mobilenote  do not watch content from youtube please download vr apps for better vr experiencecontact irusu support team for best vr contentemail us at supportirusucoin for any querieswatch high quality videos 1080p and above for best virtual reality experience,2699.0,3500.0,3.5,621.0,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31z9cuviPzL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Virtual-Reality-Headset-Headphones-Gaming/dp/B097JVLW3L/ref=sr_1_479?qid=1672909147&s=electronics&sr=1-479,Irusu Play VR Plus Virtual...
B09SB6SJB4,"Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam, Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1 meter long braided type c data cable with 2in1 featuresupports high transfer speed of up to 480mbpssupports high charging up to 30wsolid wire core with aluminum housing for safe and reliable chargingworks with all usb typec devicesrecommended to use with the original chargeradapter for maximum efficiency6 months limited warranty,129.0,599.0,4.1,265.0,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/311Rq7jXvgL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Amazon-Brand-Charging-Suitable-Supported/dp/B09SB6SJB4/ref=sr_1_480?qid=1672909147&s=electronics&sr=1-480,Amazon Brand - Solimo Fast...
B08NW8GHCJ,"Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 FE A73 A53 A33 (2M, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,note before purchasethis is a usbc to usbc cable which means it has the same usb c plug on both ends please be aware that this is not a usbc to usba cable besides you may need a usb c wall charger to charge your devicenylon braided extreme durability with a tested 20000 bend lifespan synqe usb c charging cable with heavy duty braided and strong metal connections is far more durable3a rapid charging  builtin smart chip which makes this usbc to usbc pd cable strong enough to support max 3a current 65w power through as well as support fast charging for more phonelike pixel 2 xlsamsung galaxy note 10nexus 5x6p and more typec devices you need a usb c wall charger to charge your device and we recommend using the original wall charger60w high speed charging output power up to 20v 3a which is ensured by highspeed safe charging and the usb 20 supports data transfer speed can reach 4060mbs 480mbps note this product do not support video output and monitor connection12months warranty 12 months warranty and friendly customer services ensures the longtime enjoyment of your purchase if you meet any question or problem please dont hesitate to connect with us,389.0,999.0,4.3,838.0,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41TBdmDqSjL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Charging-Braided-Compatible-Samsung-Galaxy/dp/B08NW8GHCJ/ref=sr_1_481?qid=1672909149&s=electronics&sr=1-481,Synqe USB C to USB...
B09YHLPQYT,Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED TV (Black),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",the cover is resistant to dust particles this practical property of the covers will keep the remote looking sharp and new for a long time as it minimizes the amount of surface dust and dirtit is made of highquality silicone material that is flexible and durable the cover fits tightly over the remote like a glove the material is not bulky or heavy in any waylight weight silicone protective case protects against accidental drops and adds grip to the remote effectively protects your remote from slipping cracking scratching gives the maximum protectionprotect your ability to watch your favorite video services with this mi tv stick remote cover this cover keeps the surface of the device free from dust  damagefully fit cover case cover allows easy access to all ports buttons and features,246.0,600.0,4.2,143.0,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/213GZPC7uwL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Shopoflux-Silicone-Remote-Cover-Xiaomi/dp/B09YHLPQYT/ref=sr_1_482?qid=1672909149&s=electronics&sr=1-482,Shopoflux Silicone Remote Cover for...
B08G1RW2Q3,"EYNK Extra Long Micro USB Fast Charging USB Cable | Micro USB Data Cable | Quick Fast Charging Cable | Charger Sync Cable | High Speed Transfer Android Smartphones V8 Cable (2.4 Amp, 3m,) (White)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,microusb to usb cable simply plug it in to rapidly charge and sync all devices with a micro usb port simultaneouslycompatible with most android and windows phones tablets and many other devices including samsung galaxy s7 s6 s5  htc  motorola  nokia  lg  sony  oneplus  blackberry  ps4  kindle  xbox  ps vita  gps devices  battery packs  bluetooth speakers  wireless keyboards  cameras  camcorders  games consoles  hard drives  ereaders  printerssupports up to 480 mbps data transmission speedmade in india 01 pcs fast sync  charge cables 21 amps 3 mtr,299.0,799.0,4.0,151.0,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31WPRa-K7GL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/EYNK-Charging-Charger-Transfer-Smartphones/dp/B08G1RW2Q3/ref=sr_1_483?qid=1672909149&s=electronics&sr=1-483,EYNK Extra Long Micro USB...
B08YXJJW8H,"LUNAGARIYA®, Protective Case Compatible with JIO Settop Box Remote Control,PU Leather Cover Holder (Before Placing Order,Please Compare The Dimensions of The Product with Your Remote)","Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",please match the image with your existing remote before placing the orderstitching hand stitching is use for make a strong covercase allows easy access to all ports buttons and functions fit for remote controlvelcro good quality velcro use for closing of cover it is increase the life of cover,247.0,399.0,3.9,200.0,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41sA8PA31pL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/LUNAGARIYA%C2%AE-Protective-Compatible-Control-Dimensions/dp/B08YXJJW8H/ref=sr_1_484?qid=1672909149&s=electronics&sr=1-484,"LUNAGARIYA®, Protective Case Compatible with..."
B09P8M18QM,7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",amazon fire tv stick remote  new replacement voice remote control 2nd gen with power and volume control fit for fire tv device compatible with fire tv cube 2nd gen fire tv stick 2nd gen fire tv stick 4k fire tv cube 1st gen amazon fire tv cube ex69vw amazon fire tv stick 3rd gen and amazon fire tv 3rd gen pendant designfire tv stick remote only  not compatible with amazon fire tv stick lite amazon fire tv 1st and 2nd gen fire tv stick 1st gen or amazon fire tv edition smart tvs pairing required this is voice remote control you need to pair it first before you use and below is pairing steps press the home button about 830 seconds until the led starts to rapidly flash amber then the remote should automatically pair with your device fire tv stick remote quality with standard navigation and playback controls you can quickly skip to your favorite scenes first use of fire tv stick  recommend to use new aaa alkaline batteries instead of used or old battery which doesnt perform to pair remote with amazon fire tv stick device,1369.0,2999.0,3.3,227.0,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31w1SSKA-tL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/7SEVENTM-Bluetooth-Command-Compatible-Control/dp/B09P8M18QM/ref=sr_1_485?qid=1672909149&s=electronics&sr=1-485,7SEVEN® Compatible with Fire Tv...
B08BG4M4N7,"PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote Remote Control Pouch Cover Holder PU Leather Cover Holder(only Cover for Selling Purpose)","Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",colour black with squre or round plate designplease match the image with your existing remote before placing the ordercase allows easy access to all ports buttons and functions fit for remote controlvelcro good quality velcro use for closing of cover it is increase the life of cover,199.0,499.0,3.8,538.0,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41Bi9ZwBQ7L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/PRUSHTI-COVER-BAGS-Protective-Xstream/dp/B08BG4M4N7/ref=sr_1_486?qid=1672909149&s=electronics&sr=1-486,"PRUSHTI COVER AND BAGS, Protective..."
B07VJ9ZTXS,Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black),"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",the compactmade portable hdmi to vga adapter connects a computer desktop laptop or other devices with hdmi port to a monitor projector hdtv or other devices with vga portbuiltin advanced certified ag6200 ic chip converts hdmi digital signal to vga analogue signal it is not a bidirectional converter and cannot transmit signals from vga to hdmithe hdmi male to vga female converter supports resolutions up to 1920x1080 60hz 1080p full hd including 720p 1600x1200 1280x1024 for high definition monitors or projectors gold plated hdmi connector resists corrosion and abrasion and improve the signal transmission performance moulded strain relief increases cable durabilitythe hdmivga adapter is compatible with computer pc desktop laptop ultrabook notebook chromebook raspberry pi intel nuc roku ps3 xbox one xbox 360 u set top box tv box or other devices with hdmi port not compatible with bluray player and devices with lowpower hdmi ports such as sony ps4 apple macbook pro with retina display mac mini and apple tv,299.0,599.0,4.0,171.0,https://m.media-amazon.com/images/I/41dwFttHxpL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Female-Converter-Adapter-Projectors-Devices/dp/B07VJ9ZTXS/ref=sr_1_487?qid=1672909149&s=electronics&sr=1-487,Aine HDMI Male to VGA...
B084872DQY,Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",resolution hd ready android tv 1366x768  refresh rate 60 hertzconnectivity 3 hdmi ports to connect set top box blu ray players gaming console  2 usb ports to connect hard drives and other usb devicessound 20 watts output  dolby dtshdsmart tv features  builtin wifi  patchwall  netflix  prime video  disneyhotstar and more  android tv 90  google assistant wifi24ghz 80211 bgndisplay  led panel  vivid picture enginewarranty information 1 year warranty on product and 1 year extra on paneleasy returns this product is eligible for replacement within 10 days of delivery in case of any product defects damage or features not matching the description providedoem warranty activation starts from the date of delivery,14999.0,14999.0,4.3,27508.0,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51xmNdrIlcS._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Mi-inches-Ready-Android-Black/dp/B084872DQY/ref=sr_1_488?qid=1672909149&s=electronics&sr=1-488,Mi 80 cm (32 inches)...
